Temperature,Humidity,Rainfall,Crop,soil_moisture,soil_type,growth_stage,irrigation_required,water_required_mm
18.62328774,23.02410338,135.3378033,KidneyBeans,30,Loamy,Late,0,0
23.00884744,18.86880997,100.118612,KidneyBeans,41,Clay,Early,0,0
19.33162606,24.13995025,68.51253427,KidneyBeans,32,Loamy,Late,0,0
16.24469193,21.35793891,66.97053257,KidneyBeans,42,Clay,Mid,1,25
17.91652287,24.90814655,69.14681022,KidneyBeans,12,Loamy,Mid,0,0
15.46789263,21.43780702,88.88796102,KidneyBeans,27,Loamy,Late,1,20
17.06104474,23.77201471,81.83420522,KidneyBeans,34,Loamy,Mid,0,0
21.32776028,18.48522915,109.1013261,KidneyBeans,51,Loamy,Late,0,0
23.90910104,20.74619325,81.60211243,KidneyBeans,40,Sandy,Mid,0,0
23.89756791,22.74378977,112.6616435,KidneyBeans,12,Loamy,Early,0,0
22.98666928,20.57940608,143.8584938,KidneyBeans,49,Sandy,Early,0,0
21.35135729,22.91244883,146.4548645,KidneyBeans,55,Sandy,Mid,0,0
24.1638445,19.27907819,116.7324324,KidneyBeans,33,Loamy,Late,0,0
24.62835037,18.18325169,149.7441028,KidneyBeans,59,Sandy,Early,0,0
21.02213209,24.93896255,124.6118471,KidneyBeans,41,Clay,Late,0,0
17.30844532,20.01730914,115.199245,KidneyBeans,56,Loamy,Mid,0,0
23.82576704,24.75485098,84.64143632,KidneyBeans,31,Sandy,Late,0,0
19.30607278,23.96362799,129.3449326,KidneyBeans,32,Loamy,Early,0,0
16.03768615,22.33195853,130.3900798,KidneyBeans,11,Loamy,Late,0,0
19.18572809,20.83398341,80.15293435,KidneyBeans,36,Loamy,Late,0,0
19.92889503,21.79992115,64.02640797,KidneyBeans,51,Sandy,Mid,1,30
19.56376468,24.67385131,139.2921004,KidneyBeans,11,Clay,Mid,0,0
18.31357543,24.32991649,76.14153904,KidneyBeans,35,Clay,Mid,0,0
20.10993761,23.22323766,73.36386477,KidneyBeans,26,Sandy,Early,0,0
23.60506572,21.90539577,100.5978728,KidneyBeans,49,Loamy,Early,0,0
19.73136909,24.89487354,84.06354115,KidneyBeans,42,Sandy,Mid,0,0
20.93409877,21.1893007,133.1914419,KidneyBeans,18,Sandy,Mid,0,0
18.78226261,20.24768314,104.2570723,KidneyBeans,52,Sandy,Early,0,0
36.51268371,57.92887167,122.6539694,PigeonPeas,57,Loamy,Early,0,0
36.89163721,62.73178224,163.7266551,PigeonPeas,48,Sandy,Early,0,0
29.23540524,59.38967583,103.3301803,PigeonPeas,38,Loamy,Early,0,0
27.33534897,43.35795962,142.3303677,PigeonPeas,51,Sandy,Mid,0,0
21.0643684,55.46985938,184.6226709,PigeonPeas,35,Clay,Early,0,0
30.33276599,42.35249879,149.299952,PigeonPeas,44,Sandy,Mid,0,0
31.80130272,45.03186173,147.0361442,PigeonPeas,59,Sandy,Late,0,0
33.18184225,38.23184742,198.8298806,PigeonPeas,34,Clay,Late,0,0
29.38538562,63.47742011,90.05422663,PigeonPeas,33,Loamy,Early,0,0
30.27374995,67.38680755,127.7767134,PigeonPeas,22,Loamy,Late,0,0
35.45790488,68.75810535,108.6333046,PigeonPeas,16,Sandy,Late,1,30
33.80020039,40.03262418,176.6165894,PigeonPeas,45,Clay,Late,0,0
28.69180475,49.47225353,96.36222901,PigeonPeas,54,Loamy,Early,0,0
31.24021696,56.67369054,122.0146733,PigeonPeas,29,Sandy,Early,0,0
28.98039357,57.23265151,120.7435664,PigeonPeas,10,Clay,Late,0,0
27.32198928,34.13737127,96.51524028,PigeonPeas,17,Loamy,Mid,0,0
21.47607807,38.80023714,180.382234,PigeonPeas,55,Loamy,Late,0,0
18.31910448,34.69776639,107.4721605,PigeonPeas,25,Clay,Early,0,0
36.97794384,37.73992903,161.4812963,PigeonPeas,23,Clay,Early,1,25
24.80467592,40.1242747,121.5639121,PigeonPeas,21,Clay,Early,0,0
19.3479443,55.96805489,194.5921148,PigeonPeas,32,Clay,Late,1,20
28.88302142,50.12323801,179.2155874,PigeonPeas,24,Sandy,Mid,0,0
19.54314136,47.19188279,192.4372194,PigeonPeas,37,Clay,Early,1,20
24.7741949,50.54621094,114.2821387,PigeonPeas,43,Loamy,Early,0,0
18.33124824,38.40975482,139.6483317,PigeonPeas,11,Loamy,Late,0,0
19.14729038,45.3733757,132.7748215,PigeonPeas,41,Sandy,Mid,0,0
28.23416057,49.4421345,186.5008581,PigeonPeas,32,Loamy,Late,0,0
30.11812084,34.13307843,157.0858232,PigeonPeas,31,Loamy,Early,0,0
33.4126864,35.42910045,139.6702541,PigeonPeas,34,Clay,Mid,0,0
24.18553163,46.68746847,177.3377996,PigeonPeas,31,Loamy,Mid,0,0
26.88630675,41.69617915,94.46748008,PigeonPeas,31,Sandy,Early,0,0
31.33170829,57.97429171,161.7820226,PigeonPeas,58,Clay,Mid,0,0
33.30711818,67.07780816,108.5090168,PigeonPeas,51,Clay,Mid,0,0
23.45379018,46.48714759,150.8712202,PigeonPeas,15,Sandy,Late,0,0
34.53823889,39.04468913,168.5948318,PigeonPeas,24,Clay,Early,0,0
19.50112224,34.51086611,197.3752649,PigeonPeas,52,Clay,Early,1,20
28.76794904,37.57792132,91.72084869,PigeonPeas,46,Sandy,Early,0,0
30.97758716,32.24914235,180.716828,PigeonPeas,42,Clay,Early,0,0
18.39759147,36.82639309,93.12330644,PigeonPeas,17,Sandy,Early,0,0
35.09357419,30.98685456,116.9106908,PigeonPeas,53,Sandy,Mid,0,0
34.93174223,30.40046769,159.2649827,PigeonPeas,53,Loamy,Late,0,0
29.50523036,35.72032498,187.8961851,PigeonPeas,14,Loamy,Early,0,0
34.51934775,47.52980027,129.0064612,PigeonPeas,48,Clay,Late,0,0
28.43430726,52.10010827,147.0414824,PigeonPeas,13,Clay,Late,0,0
18.41645629,34.80541039,163.2747473,PigeonPeas,15,Sandy,Mid,0,0
31.07508973,47.19847683,91.31256412,PigeonPeas,54,Clay,Early,0,0
20.89342749,46.24856523,195.5697875,PigeonPeas,41,Sandy,Mid,0,0
30.90607799,52.79913039,170.9919828,PigeonPeas,39,Sandy,Early,0,0
27.9348279,66.45457122,145.3728801,PigeonPeas,56,Clay,Mid,0,0
35.95176642,36.52780776,136.0456753,PigeonPeas,44,Sandy,Late,0,0
19.54317155,56.92831399,173.1686574,PigeonPeas,49,Loamy,Early,0,0
19.63736208,32.31528909,176.4134092,PigeonPeas,25,Clay,Late,0,0
31.2192752,56.46868874,129.2028653,PigeonPeas,22,Loamy,Late,0,0
33.50876355,45.70976142,126.6738117,PigeonPeas,59,Clay,Mid,0,0
24.80710166,45.01110015,188.4928637,PigeonPeas,51,Sandy,Early,0,0
36.20970524,31.94550613,191.0658531,PigeonPeas,39,Clay,Late,1,25
30.50420876,35.48885969,162.5927723,PigeonPeas,28,Loamy,Mid,0,0
26.01630259,49.94704718,160.3337447,PigeonPeas,26,Sandy,Early,0,0
31.48469278,35.6395615,100.546816,PigeonPeas,28,Clay,Early,0,0
33.15122581,32.45974539,105.0380275,PigeonPeas,37,Clay,Late,0,0
23.50222822,51.29019509,192.3023991,PigeonPeas,35,Clay,Early,0,0
34.87248659,38.83786012,148.2502786,PigeonPeas,46,Loamy,Late,0,0
28.09269012,44.93322042,197.1144011,PigeonPeas,35,Loamy,Early,0,0
24.54757829,57.3414485,118.3606557,PigeonPeas,32,Clay,Mid,0,0
33.64769646,48.41490082,100.4673278,PigeonPeas,18,Sandy,Late,0,0
20.5591255,60.54880693,191.0895109,PigeonPeas,21,Sandy,Late,0,0
19.95991719,59.33157782,195.787103,PigeonPeas,10,Loamy,Early,0,0
28.87667593,62.4901206,182.2688175,PigeonPeas,10,Sandy,Early,0,0
36.04353699,43.61444121,159.8938645,PigeonPeas,56,Loamy,Late,0,0
23.6734328,47.2879691,141.1250722,PigeonPeas,43,Clay,Early,0,0
25.74679443,40.7192594,100.7791633,PigeonPeas,41,Loamy,Mid,0,0
31.08564994,66.68832981,175.9303271,PigeonPeas,57,Loamy,Early,0,0
18.72987676,61.33186249,139.8710041,PigeonPeas,34,Clay,Mid,0,0
29.50304807,63.46513414,189.5208915,PigeonPeas,49,Sandy,Mid,0,0
20.43517772,39.37252634,137.2279662,PigeonPeas,54,Loamy,Mid,0,0
36.00415838,56.01334416,134.8596466,PigeonPeas,10,Loamy,Mid,1,30
31.46846241,35.39454002,174.5723999,PigeonPeas,25,Clay,Mid,0,0
36.30049702,56.03021253,101.6073988,PigeonPeas,48,Sandy,Early,0,0
29.49096726,67.10604388,153.2504506,PigeonPeas,14,Loamy,Mid,0,0
30.5753044,34.75591197,177.5764304,PigeonPeas,31,Clay,Early,0,0
24.69487673,59.96669215,91.95792434,PigeonPeas,38,Loamy,Mid,0,0
23.17409556,36.67847052,162.5931264,PigeonPeas,12,Clay,Late,0,0
19.04380471,33.10695144,155.3705624,PigeonPeas,21,Sandy,Mid,0,0
29.32379604,45.93248374,165.4113371,PigeonPeas,35,Sandy,Late,0,0
34.6455408,54.32342534,180.9009998,PigeonPeas,25,Sandy,Mid,0,0
21.9989826,56.31006755,136.8274312,PigeonPeas,46,Sandy,Mid,0,0
22.99774444,60.24218572,159.689339,PigeonPeas,31,Loamy,Mid,0,0
30.55992394,35.29006485,178.8998611,PigeonPeas,38,Loamy,Late,0,0
31.46417866,48.17631461,165.405354,PigeonPeas,23,Sandy,Late,0,0
25.95058595,40.58227261,109.1821183,PigeonPeas,37,Sandy,Mid,0,0
21.01142393,69.69141302,185.2039114,PigeonPeas,14,Sandy,Early,0,0
19.25100056,47.70351758,149.063196,PigeonPeas,56,Loamy,Mid,0,0
19.24462755,50.54495302,180.6465282,PigeonPeas,58,Sandy,Late,0,0
22.47253208,62.56532471,96.74706956,PigeonPeas,39,Sandy,Mid,0,0
36.75087487,58.25799145,124.6028153,PigeonPeas,55,Sandy,Late,0,0
29.89286629,66.35375127,198.1403003,PigeonPeas,14,Clay,Late,0,0
29.37735586,44.82294584,172.40168,PigeonPeas,21,Sandy,Late,0,0
29.65052947,42.89833235,186.9226052,PigeonPeas,25,Clay,Mid,0,0
19.54284889,66.34777265,173.1106982,PigeonPeas,35,Clay,Late,0,0
20.04611791,48.93905624,122.4564203,PigeonPeas,35,Sandy,Late,0,0
27.91095209,64.70930606,32.67891866,MothBeans,57,Clay,Mid,0,0
27.32220619,51.27868781,36.5037914,MothBeans,30,Sandy,Late,0,0
28.66024187,59.3189118,36.92629678,MothBeans,48,Loamy,Mid,0,0
29.02955344,61.09387478,72.98016599,MothBeans,45,Loamy,Late,0,0
27.78031515,54.65030015,32.05025323,MothBeans,42,Loamy,Early,0,0
31.99928579,54.1077461,71.6266696,MothBeans,39,Loamy,Early,0,0
27.33580911,55.27755933,73.44775287,MothBeans,46,Clay,Late,0,0
28.92952635,53.57014709,66.35634104,MothBeans,32,Sandy,Early,0,0
27.65472156,58.59986279,36.94255012,MothBeans,19,Sandy,Mid,0,0
28.52396666,55.77264351,61.32935611,MothBeans,14,Sandy,Early,0,0
31.02215872,45.89239456,53.56783314,MothBeans,45,Loamy,Late,0,0
25.74095321,45.38497051,67.43488235,MothBeans,43,Loamy,Late,0,0
31.70447482,56.85420099,44.94317432,MothBeans,40,Sandy,Mid,0,0
24.47876451,58.51663927,34.96933295,MothBeans,19,Loamy,Late,0,0
31.46511256,51.79939437,74.44330654,MothBeans,28,Sandy,Mid,0,0
25.60973447,50.7330069,53.39249517,MothBeans,41,Sandy,Early,0,0
30.30260453,47.18283631,68.04039813,MothBeans,10,Sandy,Early,0,0
28.17489437,43.6672299,45.78172762,MothBeans,14,Sandy,Mid,0,0
25.50634557,44.8302551,74.32635105,MothBeans,54,Sandy,Mid,0,0
31.12896766,43.58788762,32.76742894,MothBeans,13,Sandy,Late,0,0
26.34043268,55.59160391,35.1051197,MothBeans,25,Sandy,Early,0,0
28.23494706,61.5620517,72.66666443,MothBeans,33,Loamy,Mid,0,0
27.04453473,49.32609633,48.25207759,MothBeans,25,Sandy,Early,0,0
25.16125354,55.25435777,40.89732789,MothBeans,11,Sandy,Mid,0,0
27.3179125,51.66921088,32.55919573,MothBeans,58,Loamy,Early,0,0
25.4123765,49.66474269,31.87416982,MothBeans,37,Loamy,Late,0,0
31.21629982,46.01868196,53.1205277,MothBeans,41,Loamy,Early,0,0
30.573999,58.22686794,62.74803826,MothBeans,36,Sandy,Early,0,0
25.42517036,53.2208266,46.19374559,MothBeans,29,Clay,Early,0,0
27.09400578,43.65305437,41.53749535,MothBeans,33,Clay,Early,0,0
24.30935081,56.32938343,58.99536268,MothBeans,21,Loamy,Early,0,0
30.06142622,45.90067655,41.0550915,MothBeans,59,Clay,Late,0,0
28.09568993,60.9835384,33.84110759,MothBeans,44,Loamy,Mid,0,0
26.33908791,40.00933429,55.50429227,MothBeans,42,Sandy,Early,0,0
28.61409059,57.14218792,57.02891698,MothBeans,42,Clay,Late,0,0
28.70012137,44.359648,44.11622138,MothBeans,52,Sandy,Early,0,0
24.21610338,59.79236306,42.24783476,MothBeans,46,Clay,Early,0,0
28.50677929,45.20094476,66.1761456,MothBeans,21,Sandy,Mid,0,0
25.97948991,64.95585424,72.19245835,MothBeans,12,Clay,Early,1,20
30.88482722,41.36561835,55.053805,MothBeans,10,Sandy,Late,0,0
25.5042419,61.66852372,65.07981523,MothBeans,42,Sandy,Late,0,0
25.12528913,51.33189406,38.48678973,MothBeans,49,Clay,Mid,0,0
27.10508014,63.56791363,62.20279647,MothBeans,19,Sandy,Early,0,0
31.1006247,44.82069159,70.79934452,MothBeans,52,Sandy,Late,0,0
26.45707778,56.40226277,64.16167699,MothBeans,53,Sandy,Early,0,0
30.04132304,63.56222995,31.83192392,MothBeans,38,Clay,Early,0,0
27.77799528,54.82130787,50.28438729,MothBeans,22,Clay,Early,0,0
30.99256944,43.02151392,58.27600682,MothBeans,21,Sandy,Mid,0,0
26.4908332,47.36534833,36.99362831,MothBeans,40,Sandy,Early,0,0
31.96987867,57.17377029,64.25520357,MothBeans,55,Clay,Late,0,0
25.36140526,46.82652785,55.60523179,MothBeans,11,Clay,Early,0,0
25.54249137,56.96640758,48.46797044,MothBeans,59,Sandy,Late,0,0
28.99319096,62.85948245,70.4713043,MothBeans,44,Sandy,Early,0,0
29.34317422,60.50320928,34.03335472,MothBeans,32,Sandy,Late,0,0
28.63618921,61.39451307,68.54877876,MothBeans,26,Loamy,Late,0,0
24.83206631,44.17085032,52.0810886,MothBeans,35,Clay,Early,0,0
25.44689075,58.55363573,57.04826619,MothBeans,17,Loamy,Early,0,0
31.01274943,62.40392519,63.77192383,MothBeans,38,Clay,Late,0,0
27.06179658,52.3003173,60.74583498,MothBeans,35,Clay,Mid,0,0
27.0956288,42.26206161,71.1271039,MothBeans,19,Clay,Early,0,0
28.56800579,57.30636014,64.53027638,MothBeans,35,Clay,Mid,0,0
28.79929247,49.84213387,40.85534718,MothBeans,43,Clay,Early,0,0
27.94293692,45.41393636,69.66289997,MothBeans,50,Clay,Early,0,0
30.47757686,61.58245338,61.86633917,MothBeans,16,Clay,Early,0,0
30.58139475,50.77148138,64.58559639,MothBeans,13,Loamy,Early,0,0
26.85911286,41.81420849,44.13827124,MothBeans,59,Sandy,Mid,0,0
26.31051759,61.18749126,35.73403813,MothBeans,54,Sandy,Early,0,0
28.77833449,44.2252605,33.95825723,MothBeans,20,Loamy,Late,1,20
28.90245417,43.35365671,71.90018566,MothBeans,38,Loamy,Late,0,0
29.37687468,57.69622912,38.34303462,MothBeans,45,Loamy,Mid,0,0
24.17093241,58.25204566,59.18953429,MothBeans,34,Loamy,Early,1,20
26.65333029,59.79023382,36.91852635,MothBeans,30,Clay,Late,0,0
28.19912143,53.50567601,52.13580529,MothBeans,45,Sandy,Mid,0,0
28.76488954,52.62741529,55.21606732,MothBeans,19,Clay,Early,0,0
29.3499706,61.25353851,40.82840673,MothBeans,46,Sandy,Late,0,0
28.00937423,52.60950014,36.01203025,MothBeans,18,Sandy,Late,0,0
26.85851927,48.8246387,34.7426459,MothBeans,33,Loamy,Mid,0,0
31.2123945,40.92604945,53.78769958,MothBeans,44,Clay,Early,0,0
24.20422636,61.43378674,46.0203959,MothBeans,58,Loamy,Early,0,0
29.98835437,49.60384796,52.92929636,MothBeans,44,Clay,Late,0,0
29.93964907,54.61813464,45.43669946,MothBeans,57,Sandy,Late,0,0
31.2119298,41.55934359,68.80141783,MothBeans,45,Loamy,Late,0,0
26.80474415,48.23991436,43.87801983,MothBeans,27,Loamy,Early,1,20
31.49398069,62.84916863,64.56807592,MothBeans,58,Sandy,Mid,0,0
30.99694676,46.42693735,38.31597852,MothBeans,48,Sandy,Mid,0,0
29.61253065,63.04749127,50.1978269,MothBeans,41,Sandy,Early,0,0
29.97604322,57.03184356,44.86052932,MothBeans,33,Loamy,Mid,0,0
30.88883074,52.62696801,55.51932414,MothBeans,32,Clay,Late,0,0
30.39321309,60.16299493,35.37493212,MothBeans,41,Loamy,Mid,0,0
30.43683729,55.20522037,30.92014047,MothBeans,46,Clay,Mid,0,0
25.32688786,63.18180319,32.71129281,MothBeans,21,Loamy,Mid,0,0
30.53684308,59.96664731,33.48919022,MothBeans,58,Loamy,Late,0,0
30.38257873,40.5926071,47.95406479,MothBeans,22,Sandy,Early,0,0
24.01825377,53.76623369,35.03404425,MothBeans,32,Clay,Late,0,0
28.69841277,61.14754363,65.67591794,MothBeans,34,Loamy,Early,0,0
29.33743412,49.00323081,42.44054315,MothBeans,44,Loamy,Early,0,0
27.96583691,61.34900107,70.10472076,MothBeans,50,Sandy,Early,0,0
24.86803974,48.27531965,63.9187654,MothBeans,39,Sandy,Mid,0,0
25.87682261,45.96341933,38.53254678,MothBeans,26,Clay,Mid,1,25
31.01963639,49.9767522,32.81296548,MothBeans,58,Loamy,Early,0,0
27.43329405,87.80507732,54.73367631,MungBean,29,Clay,Early,0,0
28.3340432,80.77275974,38.7976407,MungBean,57,Loamy,Mid,0,0
27.01470397,84.34262707,55.296354,MungBean,34,Clay,Late,0,0
28.17432665,81.04554836,36.35720652,MungBean,31,Sandy,Early,0,0
29.87888063,87.32761241,44.75215854,MungBean,22,Loamy,Late,0,0
29.89232778,89.71503316,42.99498978,MungBean,28,Clay,Mid,0,0
28.56212158,83.24855855,56.48265193,MungBean,58,Sandy,Early,0,0
27.53592929,85.5701901,53.01899249,MungBean,45,Sandy,Late,0,0
29.68361658,87.93598094,41.82490236,MungBean,21,Clay,Late,0,0
28.14448546,82.1193047,46.75690086,MungBean,50,Loamy,Late,0,0
29.53037621,86.73346018,59.87232071,MungBean,28,Loamy,Mid,0,0
27.88352946,86.45147631,44.64407105,MungBean,21,Sandy,Mid,0,0
28.22471276,82.35916228,44.01206619,MungBean,18,Loamy,Late,0,0
29.008124,84.96089355,45.91011391,MungBean,16,Loamy,Late,0,0
29.75538903,86.45193297,37.54602719,MungBean,37,Loamy,Mid,0,0
29.78416743,85.16906976,40.77872823,MungBean,23,Sandy,Late,0,0
27.8640132,80.4513142,42.83053902,MungBean,40,Clay,Late,0,0
27.11026483,84.96771717,51.52617423,MungBean,28,Loamy,Mid,0,0
27.11030369,83.64274107,49.11964582,MungBean,56,Sandy,Late,0,0
28.95451232,89.07866095,57.65901369,MungBean,25,Sandy,Late,0,0
29.21780035,87.93724219,43.1386631,MungBean,14,Clay,Late,0,0
28.7420098,85.81675947,48.54598575,MungBean,44,Loamy,Mid,0,0
29.65021184,80.29868321,56.76278363,MungBean,21,Loamy,Late,0,0
27.23924995,86.404241,37.31236904,MungBean,34,Clay,Mid,0,0
28.95172351,81.67085323,56.51103293,MungBean,30,Clay,Mid,0,0
28.18837136,82.60629652,37.01110438,MungBean,45,Sandy,Early,0,0
28.30041493,86.20681554,50.47333854,MungBean,32,Sandy,Early,0,0
27.89636126,88.71782287,57.79863368,MungBean,25,Clay,Late,0,0
28.6899851,87.50436797,44.56598352,MungBean,48,Loamy,Mid,0,0
27.8262623,88.73100226,56.68833819,MungBean,54,Sandy,Early,0,0
28.70562673,81.59200689,59.87065439,MungBean,51,Sandy,Late,0,0
28.6362812,84.61431076,48.48319335,MungBean,48,Loamy,Early,0,0
28.28511547,88.4393979,48.56690235,MungBean,23,Sandy,Early,0,0
27.60887393,86.13316408,43.80041104,MungBean,40,Loamy,Mid,0,0
28.60901145,86.99495766,36.94616965,MungBean,14,Loamy,Mid,0,0
29.24598976,84.80084105,53.43228915,MungBean,44,Loamy,Early,0,0
28.62911222,89.1148059,50.49913241,MungBean,32,Clay,Early,0,0
29.57329479,88.07505524,45.04467075,MungBean,38,Clay,Mid,0,0
27.82684262,87.16679147,58.37249772,MungBean,52,Clay,Late,0,0
29.8757015,83.14796296,40.12044158,MungBean,20,Loamy,Mid,0,0
27.33684386,88.50229102,51.09802625,MungBean,27,Loamy,Early,0,0
29.83040388,89.30428305,58.86687093,MungBean,56,Clay,Late,0,0
28.2753171,82.76020821,56.04995423,MungBean,21,Sandy,Early,0,0
29.86860065,85.99127934,58.41394143,MungBean,18,Loamy,Late,0,0
29.5888162,89.9939693,54.96121262,MungBean,19,Sandy,Early,0,0
28.07219563,82.9116472,49.61865305,MungBean,53,Sandy,Late,0,0
27.84026517,89.99615558,52.84626009,MungBean,26,Loamy,Late,0,0
27.10818093,87.4512669,55.03723979,MungBean,47,Loamy,Early,0,0
27.68515114,81.94268594,54.62243308,MungBean,16,Sandy,Late,0,0
29.34594634,85.60472562,59.03629954,MungBean,55,Sandy,Mid,0,0
28.36319404,84.8593608,52.93031105,MungBean,22,Clay,Early,0,0
27.65280218,89.80650642,56.52558045,MungBean,49,Clay,Mid,0,0
27.31372793,85.44815232,53.15223123,MungBean,51,Loamy,Early,0,0
27.06909959,86.89934108,50.46746116,MungBean,18,Clay,Late,0,0
28.06642822,85.91625451,39.23831035,MungBean,59,Clay,Late,0,0
27.73329078,81.13903037,44.17580911,MungBean,36,Clay,Late,0,0
27.53632932,89.92908171,45.48591922,MungBean,11,Clay,Early,0,0
29.66461594,84.28187572,56.09542002,MungBean,14,Sandy,Mid,0,0
29.9145443,85.85384444,41.39081525,MungBean,38,Loamy,Mid,0,0
28.36363858,87.59810657,57.99524359,MungBean,46,Clay,Early,0,0
29.46416042,87.60890009,43.15411472,MungBean,47,Sandy,Early,0,0
29.73013036,82.89166381,50.91511275,MungBean,28,Sandy,Mid,0,0
27.46852989,87.17649,43.78420984,MungBean,17,Sandy,Mid,0,0
27.77076285,87.09979549,49.50812624,MungBean,57,Clay,Mid,1,25
29.12939524,88.48312598,36.45012824,MungBean,54,Clay,Mid,0,0
27.10606808,89.89593328,37.45680611,MungBean,10,Loamy,Early,0,0
28.88078945,86.94206817,53.79732545,MungBean,31,Clay,Early,0,0
28.14720892,83.8001509,37.44800463,MungBean,26,Clay,Late,0,0
29.89129144,80.14487166,54.7960127,MungBean,16,Sandy,Mid,0,0
27.41503453,80.98004661,40.53173216,MungBean,34,Loamy,Late,0,0
29.27308605,89.4875022,50.9246554,MungBean,54,Clay,Early,0,0
29.65296893,88.48587386,56.01913159,MungBean,13,Clay,Early,0,0
28.44524991,82.67639542,58.18713162,MungBean,45,Sandy,Late,0,0
27.96235681,83.97586797,48.9366954,MungBean,15,Sandy,Mid,0,0
29.25649321,81.97952224,42.02483277,MungBean,40,Clay,Mid,0,0
28.36291385,88.00989267,43.05130077,MungBean,28,Loamy,Mid,0,0
27.62749466,86.49366929,39.26137642,MungBean,53,Loamy,Mid,0,0
28.66086349,86.12194568,50.01534317,MungBean,48,Sandy,Late,0,0
29.2114218,87.11497805,51.53848218,MungBean,36,Sandy,Late,0,0
29.40889385,86.16063492,53.35486977,MungBean,19,Clay,Early,0,0
28.02952623,84.8845732,36.12042927,MungBean,35,Sandy,Mid,0,0
28.08657178,80.35005927,38.14476781,MungBean,28,Clay,Mid,0,0
29.16174608,80.28038146,40.16545979,MungBean,48,Loamy,Mid,0,0
29.8596912,80.03499648,50.66487502,MungBean,12,Loamy,Late,0,0
29.06631494,83.6869203,43.95183726,MungBean,54,Clay,Mid,0,0
27.38538997,88.66663953,58.29933073,MungBean,22,Sandy,Late,0,0
27.93034941,85.42058715,43.25095608,MungBean,59,Loamy,Mid,0,0
29.2808618,81.8009244,44.47427436,MungBean,37,Sandy,Mid,1,30
28.9973145,83.78911515,59.84499208,MungBean,29,Loamy,Early,1,20
27.92678579,86.5543196,43.4826194,MungBean,37,Clay,Mid,0,0
28.5474135,88.9570454,49.4897245,MungBean,17,Clay,Mid,0,0
29.36488409,89.1886954,48.30159325,MungBean,50,Clay,Early,0,0
28.56149805,83.63802195,41.013132,MungBean,48,Loamy,Late,0,0
28.43683487,87.91332682,43.12063289,MungBean,10,Sandy,Late,0,0
28.79728147,80.45744422,44.30070517,MungBean,12,Sandy,Mid,0,0
28.7275267,89.12760359,58.52974279,MungBean,22,Sandy,Late,0,0
27.95639663,83.52706038,43.25726752,MungBean,37,Loamy,Mid,0,0
28.17458662,83.69659318,37.2464655,MungBean,58,Loamy,Early,0,0
28.77653519,86.69133979,56.12443206,MungBean,34,Loamy,Early,0,0
28.438097,83.48991368,52.55469976,MungBean,42,Loamy,Mid,0,0
29.48439992,63.19915325,71.89090748,Blackgram,47,Loamy,Early,0,0
26.73433965,68.13999721,67.15096376,Blackgram,15,Sandy,Early,0,0
26.27274407,62.28814857,70.23207557,Blackgram,53,Loamy,Mid,0,0
34.03679184,67.21113844,73.23573601,Blackgram,54,Loamy,Mid,0,0
28.03644051,65.06601664,72.49507741,Blackgram,41,Sandy,Early,0,0
28.81460716,65.33538112,62.26242533,Blackgram,54,Loamy,Late,0,0
34.03619494,64.28791388,66.85510868,Blackgram,56,Sandy,Late,0,0
33.8642935,61.57072498,68.02199825,Blackgram,30,Sandy,Mid,0,0
32.84213012,68.68401492,73.67166182,Blackgram,25,Clay,Mid,0,0
27.10053268,63.36085585,73.84949872,Blackgram,30,Clay,Late,0,0
25.65842532,61.18235808,69.28607828,Blackgram,20,Clay,Early,0,0
32.34744009,66.61452812,64.55882254,Blackgram,46,Clay,Late,0,0
29.58949031,68.32176769,67.53021213,Blackgram,45,Loamy,Late,0,0
30.91219459,68.79427388,66.63830637,Blackgram,44,Clay,Late,0,0
28.12787838,64.2097765,70.86340755,Blackgram,28,Sandy,Late,0,0
30.08545364,69.34811988,67.1367443,Blackgram,29,Loamy,Mid,0,0
31.74379487,62.51007687,68.97097538,Blackgram,27,Clay,Mid,0,0
27.81326852,62.50460464,69.75555541,Blackgram,56,Sandy,Early,0,0
32.88733849,64.59457409,71.50569456,Blackgram,50,Loamy,Early,0,0
29.36358721,64.98742947,61.91208707,Blackgram,58,Loamy,Early,0,0
27.82592799,67.5861883,74.01229707,Blackgram,23,Clay,Early,0,0
28.49538735,60.44848407,74.91559514,Blackgram,24,Loamy,Late,0,0
27.74274761,68.53997144,71.78615328,Blackgram,40,Sandy,Mid,0,0
30.41588462,67.66323804,63.02473185,Blackgram,10,Loamy,Mid,0,0
27.3254209,69.09047809,61.19250859,Blackgram,12,Sandy,Early,0,0
30.28496619,61.69295127,65.62859526,Blackgram,25,Loamy,Early,0,0
28.56840626,61.53278622,63.49726331,Blackgram,32,Clay,Late,0,0
25.36586097,66.6379724,65.81655892,Blackgram,20,Sandy,Late,0,0
34.9466155,65.26774011,70.1415139,Blackgram,21,Loamy,Early,0,0
25.09737391,67.72837887,74.61649888,Blackgram,19,Loamy,Mid,0,0
32.47648301,64.34848735,65.820457,Blackgram,41,Loamy,Mid,0,0
33.86351172,68.59232289,69.24464096,Blackgram,25,Sandy,Mid,0,0
25.19857725,60.37332688,70.88787207,Blackgram,17,Sandy,Early,0,0
31.77681682,69.01852894,61.46892873,Blackgram,47,Sandy,Mid,0,0
34.89814946,63.59948557,64.72797143,Blackgram,21,Clay,Late,0,0
